timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/04/29 19:59:33.490, 99 %, 63 %, 76935 MiB, 81920 MiB, 298.16 W, 63
2026/04/29 19:59:34.490, 99 %, 62 %, 76935 MiB, 81920 MiB, 292.75 W, 63
2026/04/29 19:59:35.490, 98 %, 62 %, 76935 MiB, 81920 MiB, 292.55 W, 63
2026/04/29 19:59:36.559, 99 %, 62 %, 76935 MiB, 81920 MiB, 305.17 W, 63
2026/04/29 19:59:37.559, 99 %, 62 %, 76935 MiB, 81920 MiB, 303.92 W, 63
2026/04/29 19:59:38.560, 98 %, 62 %, 76935 MiB, 81920 MiB, 293.83 W, 63
2026/04/29 19:59:39.625, 99 %, 62 %, 76935 MiB, 81920 MiB, 296.99 W, 63
2026/04/29 19:59:40.625, 99 %, 62 %, 76935 MiB, 81920 MiB, 298.46 W, 63
2026/04/29 19:59:41.626, 98 %, 62 %, 76935 MiB, 81920 MiB, 304.29 W, 63
2026/04/29 19:59:42.691, 99 %, 62 %, 76935 MiB, 81920 MiB, 292.86 W, 63
2026/04/29 19:59:43.691, 98 %, 62 %, 76935 MiB, 81920 MiB, 291.44 W, 63
2026/04/29 19:59:44.691, 98 %, 62 %, 76935 MiB, 81920 MiB, 280.72 W, 63
2026/04/29 19:59:45.762, 99 %, 62 %, 76935 MiB, 81920 MiB, 295.46 W, 63
2026/04/29 19:59:46.762, 99 %, 62 %, 76935 MiB, 81920 MiB, 289.21 W, 63
2026/04/29 19:59:47.762, 98 %, 62 %, 76935 MiB, 81920 MiB, 288.16 W, 63
2026/04/29 19:59:48.824, 99 %, 62 %, 76935 MiB, 81920 MiB, 293.92 W, 63
2026/04/29 19:59:49.824, 99 %, 62 %, 76935 MiB, 81920 MiB, 297.00 W, 63
2026/04/29 19:59:50.824, 98 %, 62 %, 76935 MiB, 81920 MiB, 294.67 W, 63
2026/04/29 19:59:51.882, 99 %, 62 %, 76935 MiB, 81920 MiB, 315.51 W, 63
2026/04/29 19:59:52.882, 98 %, 62 %, 76935 MiB, 81920 MiB, 306.55 W, 63
2026/04/29 19:59:53.882, 98 %, 62 %, 76935 MiB, 81920 MiB, 294.71 W, 63
2026/04/29 19:59:54.952, 98 %, 62 %, 76935 MiB, 81920 MiB, 295.40 W, 63
2026/04/29 19:59:55.952, 99 %, 62 %, 76935 MiB, 81920 MiB, 290.66 W, 63
2026/04/29 19:59:56.952, 99 %, 63 %, 76935 MiB, 81920 MiB, 292.11 W, 63
2026/04/29 19:59:58.028, 98 %, 62 %, 76935 MiB, 81920 MiB, 286.68 W, 63
2026/04/29 19:59:59.028, 99 %, 62 %, 76935 MiB, 81920 MiB, 300.25 W, 63
2026/04/29 20:00:00.029, 98 %, 62 %, 76935 MiB, 81920 MiB, 294.32 W, 63
2026/04/29 20:00:01.098, 98 %, 62 %, 76935 MiB, 81920 MiB, 288.85 W, 63
2026/04/29 20:00:02.098, 98 %, 63 %, 76935 MiB, 81920 MiB, 295.19 W, 63
2026/04/29 20:00:03.098, 98 %, 62 %, 76935 MiB, 81920 MiB, 283.02 W, 63
2026/04/29 20:00:04.163, 98 %, 62 %, 76935 MiB, 81920 MiB, 301.01 W, 63
2026/04/29 20:00:05.164, 98 %, 62 %, 76935 MiB, 81920 MiB, 305.37 W, 63
2026/04/29 20:00:06.164, 98 %, 62 %, 76935 MiB, 81920 MiB, 301.21 W, 63
2026/04/29 20:00:07.235, 98 %, 62 %, 76935 MiB, 81920 MiB, 299.58 W, 63
2026/04/29 20:00:08.236, 99 %, 62 %, 76935 MiB, 81920 MiB, 298.89 W, 63
2026/04/29 20:00:09.236, 98 %, 62 %, 76935 MiB, 81920 MiB, 295.19 W, 63
2026/04/29 20:00:10.301, 98 %, 62 %, 76935 MiB, 81920 MiB, 288.53 W, 63
2026/04/29 20:00:11.302, 98 %, 62 %, 76935 MiB, 81920 MiB, 295.62 W, 63
2026/04/29 20:00:12.307, 98 %, 62 %, 76935 MiB, 81920 MiB, 290.16 W, 63
2026/04/29 20:00:13.364, 99 %, 62 %, 76935 MiB, 81920 MiB, 287.51 W, 63
2026/04/29 20:00:14.364, 99 %, 66 %, 76935 MiB, 81920 MiB, 297.38 W, 63
2026/04/29 20:00:15.364, 0 %, 0 %, 76935 MiB, 81920 MiB, 85.58 W, 59
