timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/04/29 19:42:13.911, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 283.15 W, 63
2026/04/29 19:42:14.911, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.10 W, 63
2026/04/29 19:42:15.911, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 288.84 W, 63
2026/04/29 19:42:16.912, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 295.56 W, 63
2026/04/29 19:42:17.912, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 290.75 W, 63
2026/04/29 19:42:18.912, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.51 W, 63
2026/04/29 19:42:19.912, NVIDIA A100 80GB PCIe, 99 %, 75 %, 76935 MiB, 81920 MiB, 302.38 W, 63
2026/04/29 19:42:20.913, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 305.36 W, 64
2026/04/29 19:42:21.913, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 295.94 W, 64
2026/04/29 19:42:22.913, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 295.07 W, 64
2026/04/29 19:42:23.913, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 299.01 W, 64
2026/04/29 19:42:24.914, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 283.81 W, 64
2026/04/29 19:42:25.914, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 297.39 W, 64
2026/04/29 19:42:26.914, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 310.24 W, 64
2026/04/29 19:42:27.914, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 308.42 W, 65
2026/04/29 19:42:28.914, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.31 W, 65
2026/04/29 19:42:29.915, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 300.27 W, 65
2026/04/29 19:42:30.915, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 286.83 W, 65
2026/04/29 19:42:31.915, NVIDIA A100 80GB PCIe, 98 %, 76 %, 76935 MiB, 81920 MiB, 278.54 W, 65
2026/04/29 19:42:32.916, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 302.38 W, 65
2026/04/29 19:42:33.916, NVIDIA A100 80GB PCIe, 98 %, 76 %, 76935 MiB, 81920 MiB, 298.15 W, 65
2026/04/29 19:42:34.916, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 293.08 W, 65
2026/04/29 19:42:35.916, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 298.26 W, 64
2026/04/29 19:42:36.917, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.11 W, 64
2026/04/29 19:42:37.917, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 272.79 W, 64
2026/04/29 19:42:38.917, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 287.56 W, 64
2026/04/29 19:42:39.917, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 287.18 W, 64
2026/04/29 19:42:40.918, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 285.09 W, 64
2026/04/29 19:42:41.918, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 280.64 W, 64
2026/04/29 19:42:42.918, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 297.57 W, 64
2026/04/29 19:42:43.918, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 293.92 W, 64
2026/04/29 19:42:44.918, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 288.43 W, 64
2026/04/29 19:42:45.919, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 307.00 W, 64
2026/04/29 19:42:46.919, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 294.14 W, 64
2026/04/29 19:42:47.919, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 289.99 W, 64
2026/04/29 19:42:48.919, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 290.94 W, 64
2026/04/29 19:42:49.919, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 297.37 W, 63
2026/04/29 19:42:50.920, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 302.95 W, 63
2026/04/29 19:42:51.920, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 297.00 W, 63
2026/04/29 19:42:52.920, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 295.74 W, 63
2026/04/29 19:42:53.921, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 280.45 W, 63
2026/04/29 19:42:54.921, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 287.00 W, 63
2026/04/29 19:42:55.921, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 284.12 W, 63
2026/04/29 19:42:56.921, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 297.01 W, 63
2026/04/29 19:42:57.921, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 272.09 W, 63
2026/04/29 19:42:58.922, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 290.68 W, 63
2026/04/29 19:42:59.922, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 294.97 W, 63
2026/04/29 19:43:00.922, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 287.40 W, 63
2026/04/29 19:43:01.922, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 281.43 W, 63
2026/04/29 19:43:02.923, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 298.71 W, 63
2026/04/29 19:43:03.923, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 284.61 W, 63
2026/04/29 19:43:04.923, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 300.27 W, 63
2026/04/29 19:43:05.923, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 291.43 W, 63
2026/04/29 19:43:06.923, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 294.22 W, 63
2026/04/29 19:43:07.924, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 302.86 W, 63
2026/04/29 19:43:08.924, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 287.97 W, 63
2026/04/29 19:43:09.924, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 294.69 W, 63
2026/04/29 19:43:10.925, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 297.10 W, 63
2026/04/29 19:43:11.925, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 298.81 W, 63
2026/04/29 19:43:12.925, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 290.84 W, 63
2026/04/29 19:43:13.925, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 296.80 W, 63
2026/04/29 19:43:14.926, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 290.46 W, 63
2026/04/29 19:43:15.926, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 296.52 W, 63
2026/04/29 19:43:16.926, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 277.38 W, 63
2026/04/29 19:43:17.926, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 284.97 W, 63
2026/04/29 19:43:18.926, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 290.85 W, 63
2026/04/29 19:43:19.927, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 287.68 W, 63
2026/04/29 19:43:20.927, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 300.06 W, 62
2026/04/29 19:43:21.927, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 305.55 W, 62
2026/04/29 19:43:22.927, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 287.77 W, 62
2026/04/29 19:43:23.928, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 290.27 W, 62
2026/04/29 19:43:24.928, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 289.13 W, 62
2026/04/29 19:43:25.928, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 292.10 W, 62
2026/04/29 19:43:26.928, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 296.13 W, 62
2026/04/29 19:43:27.928, NVIDIA A100 80GB PCIe, 98 %, 73 %, 76935 MiB, 81920 MiB, 303.15 W, 62
2026/04/29 19:43:28.929, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 286.02 W, 62
2026/04/29 19:43:29.929, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 300.65 W, 63
2026/04/29 19:43:30.929, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 291.71 W, 62
2026/04/29 19:43:31.929, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 295.09 W, 62
2026/04/29 19:43:32.930, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 294.21 W, 62
2026/04/29 19:43:33.930, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 276.21 W, 62
2026/04/29 19:43:34.930, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 282.47 W, 62
2026/04/29 19:43:35.930, NVIDIA A100 80GB PCIe, 98 %, 74 %, 76935 MiB, 81920 MiB, 277.86 W, 63
2026/04/29 19:43:36.930, NVIDIA A100 80GB PCIe, 99 %, 75 %, 76935 MiB, 81920 MiB, 289.39 W, 62
2026/04/29 19:43:37.931, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 296.05 W, 62
2026/04/29 19:43:38.931, NVIDIA A100 80GB PCIe, 99 %, 74 %, 76935 MiB, 81920 MiB, 296.42 W, 62
2026/04/29 19:43:39.931, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 308.39 W, 62
2026/04/29 19:43:40.931, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 285.65 W, 63
2026/04/29 19:43:41.931, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 309.13 W, 62
2026/04/29 19:43:42.932, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 300.47 W, 63
2026/04/29 19:43:43.932, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 290.08 W, 62
2026/04/29 19:43:44.932, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 302.94 W, 63
2026/04/29 19:43:45.932, NVIDIA A100 80GB PCIe, 98 %, 71 %, 76935 MiB, 81920 MiB, 299.34 W, 63
2026/04/29 19:43:46.932, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 301.50 W, 63
2026/04/29 19:43:47.933, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 299.68 W, 63
2026/04/29 19:43:48.933, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 303.54 W, 63
2026/04/29 19:43:49.933, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 288.05 W, 63
2026/04/29 19:43:50.933, NVIDIA A100 80GB PCIe, 99 %, 71 %, 76935 MiB, 81920 MiB, 289.53 W, 63
2026/04/29 19:43:51.934, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 286.71 W, 63
2026/04/29 19:43:52.934, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 301.03 W, 63
2026/04/29 19:43:53.934, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 290.47 W, 63
2026/04/29 19:43:54.934, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 300.76 W, 63
2026/04/29 19:43:55.934, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 285.84 W, 63
2026/04/29 19:43:56.935, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 297.57 W, 63
2026/04/29 19:43:57.935, NVIDIA A100 80GB PCIe, 99 %, 73 %, 76935 MiB, 81920 MiB, 286.05 W, 63
2026/04/29 19:43:58.935, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 301.51 W, 63
2026/04/29 19:43:59.935, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 298.44 W, 63
2026/04/29 19:44:00.935, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 299.49 W, 63
2026/04/29 19:44:01.936, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 295.16 W, 63
2026/04/29 19:44:02.936, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 304.48 W, 63
2026/04/29 19:44:03.936, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 289.96 W, 63
2026/04/29 19:44:04.936, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 294.35 W, 63
2026/04/29 19:44:05.937, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 284.60 W, 63
2026/04/29 19:44:06.937, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 285.94 W, 63
2026/04/29 19:44:07.937, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 288.23 W, 63
2026/04/29 19:44:08.937, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 281.22 W, 63
2026/04/29 19:44:09.938, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 285.55 W, 63
2026/04/29 19:44:10.938, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 292.76 W, 63
2026/04/29 19:44:11.938, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 289.98 W, 63
2026/04/29 19:44:12.938, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 298.34 W, 63
2026/04/29 19:44:13.939, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 295.09 W, 63
2026/04/29 19:44:14.940, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 289.89 W, 63
2026/04/29 19:44:15.940, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 293.64 W, 63
2026/04/29 19:44:16.940, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 297.70 W, 63
2026/04/29 19:44:17.940, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 297.20 W, 63
2026/04/29 19:44:18.940, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 304.50 W, 63
2026/04/29 19:44:19.941, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 293.65 W, 63
2026/04/29 19:44:20.941, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 296.13 W, 63
2026/04/29 19:44:21.941, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 298.45 W, 63
2026/04/29 19:44:22.941, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 291.92 W, 63
2026/04/29 19:44:23.942, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 281.33 W, 63
2026/04/29 19:44:24.942, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 283.54 W, 63
2026/04/29 19:44:25.942, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 284.30 W, 63
2026/04/29 19:44:26.942, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 289.02 W, 63
2026/04/29 19:44:27.942, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 282.77 W, 63
2026/04/29 19:44:28.943, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 292.30 W, 63
2026/04/29 19:44:29.943, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 310.76 W, 63
2026/04/29 19:44:30.943, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 296.63 W, 63
2026/04/29 19:44:31.943, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 296.64 W, 63
2026/04/29 19:44:32.943, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 296.90 W, 63
2026/04/29 19:44:33.944, NVIDIA A100 80GB PCIe, 98 %, 72 %, 76935 MiB, 81920 MiB, 288.93 W, 62
2026/04/29 19:44:34.944, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 310.10 W, 63
2026/04/29 19:44:35.944, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 297.19 W, 63
2026/04/29 19:44:36.944, NVIDIA A100 80GB PCIe, 99 %, 72 %, 76935 MiB, 81920 MiB, 303.14 W, 62
2026/04/29 19:44:37.945, NVIDIA A100 80GB PCIe, 99 %, 71 %, 76935 MiB, 81920 MiB, 288.73 W, 63
2026/04/29 19:44:38.945, NVIDIA A100 80GB PCIe, 86 %, 72 %, 76935 MiB, 81920 MiB, 233.91 W, 62
2026/04/29 19:44:39.945, NVIDIA A100 80GB PCIe, 99 %, 70 %, 76935 MiB, 81920 MiB, 290.68 W, 63
2026/04/29 19:44:40.945, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 289.32 W, 63
2026/04/29 19:44:41.945, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 300.08 W, 63
2026/04/29 19:44:42.945, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 300.93 W, 63
2026/04/29 19:44:43.946, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 291.72 W, 63
2026/04/29 19:44:44.946, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 300.07 W, 63
2026/04/29 19:44:45.946, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 306.76 W, 63
2026/04/29 19:44:46.946, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 304.33 W, 63
2026/04/29 19:44:47.947, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 305.38 W, 63
2026/04/29 19:44:48.947, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 293.74 W, 63
2026/04/29 19:44:49.947, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 306.02 W, 63
2026/04/29 19:44:50.947, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 315.80 W, 63
2026/04/29 19:44:51.948, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 296.90 W, 63
2026/04/29 19:44:52.948, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 301.43 W, 63
2026/04/29 19:44:53.948, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 306.02 W, 63
2026/04/29 19:44:54.948, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 305.24 W, 63
2026/04/29 19:44:55.948, NVIDIA A100 80GB PCIe, 99 %, 67 %, 76935 MiB, 81920 MiB, 306.85 W, 63
2026/04/29 19:44:56.949, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 308.69 W, 63
2026/04/29 19:44:57.949, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 303.91 W, 63
2026/04/29 19:44:58.949, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 302.74 W, 63
2026/04/29 19:44:59.949, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 309.36 W, 63
2026/04/29 19:45:00.950, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 290.58 W, 63
2026/04/29 19:45:01.950, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 301.58 W, 63
2026/04/29 19:45:02.950, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 300.19 W, 63
2026/04/29 19:45:03.950, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 300.17 W, 63
2026/04/29 19:45:04.951, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 294.78 W, 63
2026/04/29 19:45:05.951, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 300.36 W, 63
2026/04/29 19:45:06.951, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 295.93 W, 63
2026/04/29 19:45:07.951, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 297.49 W, 63
2026/04/29 19:45:08.952, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 300.16 W, 63
2026/04/29 19:45:09.952, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 299.98 W, 63
2026/04/29 19:45:10.952, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 300.85 W, 63
2026/04/29 19:45:11.952, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 302.38 W, 63
2026/04/29 19:45:12.952, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 301.30 W, 63
2026/04/29 19:45:13.953, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 301.03 W, 63
2026/04/29 19:45:14.953, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 281.60 W, 63
2026/04/29 19:45:15.953, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 291.43 W, 63
2026/04/29 19:45:16.953, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 290.37 W, 64
2026/04/29 19:45:17.953, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 293.53 W, 64
2026/04/29 19:45:18.954, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 290.17 W, 64
2026/04/29 19:45:19.954, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 284.76 W, 64
2026/04/29 19:45:20.954, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 306.68 W, 64
2026/04/29 19:45:21.954, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 303.33 W, 65
2026/04/29 19:45:22.955, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 293.92 W, 65
2026/04/29 19:45:23.955, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 289.97 W, 65
2026/04/29 19:45:24.955, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 306.62 W, 66
2026/04/29 19:45:25.955, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 298.05 W, 66
2026/04/29 19:45:26.956, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 296.51 W, 66
2026/04/29 19:45:27.956, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 296.82 W, 66
2026/04/29 19:45:28.956, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 305.77 W, 67
2026/04/29 19:45:29.956, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 298.73 W, 67
2026/04/29 19:45:30.957, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 283.45 W, 67
2026/04/29 19:45:31.957, NVIDIA A100 80GB PCIe, 98 %, 66 %, 76935 MiB, 81920 MiB, 293.92 W, 67
2026/04/29 19:45:32.957, NVIDIA A100 80GB PCIe, 98 %, 65 %, 76935 MiB, 81920 MiB, 292.69 W, 68
2026/04/29 19:45:33.957, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 290.01 W, 68
2026/04/29 19:45:34.957, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 296.50 W, 68
2026/04/29 19:45:35.958, NVIDIA A100 80GB PCIe, 99 %, 66 %, 76935 MiB, 81920 MiB, 299.02 W, 68
2026/04/29 19:45:36.958, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 294.91 W, 68
2026/04/29 19:45:37.958, NVIDIA A100 80GB PCIe, 99 %, 65 %, 76935 MiB, 81920 MiB, 301.99 W, 68
